Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Transmission_Type,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.3,9.5,11.6,267
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.7,10.1,12.1,278
FORD,FLEX AWD (ECOBOOST),SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.6,10.4,12.8,294
FORD,FOCUS,COMPACT,1.0,3,M6,Manual,REGULAR GASOLINE,8.1,5.9,7.1,163
FORD,FOCUS,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,10.2,7.3,8.9,205
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,Automatic,REGULAR GASOLINE,8.9,6.2,7.7,177
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,Automatic,ETHANOL,11.9,8.5,10.4,166
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.1,6.3,7.8,179
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Automatic,ETHANOL,12.2,8.6,10.6,170
FORD,FOCUS FFV,COMPACT,2.0,4,M5,Manual,REGULAR GASOLINE,9.3,6.7,8.1,186
FORD,FOCUS FFV,COMPACT,2.0,4,M5,Manual,ETHANOL,12.4,9.1,10.9,174
FORD,FUSION,MID-SIZE,1.5,4,AS6,Automatic,REGULAR GASOLINE,9.9,6.5,8.4,193
FORD,FUSION (START/STOP),MID-SIZE,1.5,4,AS6,Automatic,REGULAR GASOLINE,9.4,6.3,8.0,184
FORD,FUSION,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.0,8.9,205
FORD,FUSION,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.6,7.0,8.9,205
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.8,7.5,9.3,214
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,5.4,5.8,5.5,126
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,Automatic,REGULAR GASOLINE,11.0,7.4,9.4,216
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,Manual,REGULAR GASOLINE,10.6,7.5,9.2,212
FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,Automatic,REGULAR GASOLINE,12.6,8.5,10.7,246
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,Manual,REGULAR GASOLINE,13.5,8.3,11.2,258
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,Automatic,REGULAR GASOLINE,14.9,9.5,12.4,285
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,Manual,REGULAR GASOLINE,15.2,9.3,12.5,288
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,Automatic,REGULAR GASOLINE,11.6,7.9,9.9,228
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,Automatic,REGULAR GASOLINE,15.4,10.0,13.0,299
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,Automatic,REGULAR GASOLINE,16.6,12.5,14.7,338
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,Automatic,REGULAR GASOLINE,16.6,12.6,14.8,340
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,Automatic,ETHANOL,22.1,16.7,19.7,315
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.4,9.1,209
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.9,9.5,11.9,274
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.2,8.2,10.4,239
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Automatic,ETHANOL,17.4,11.3,14.7,235
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.1,11.3,260
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Automatic,ETHANOL,18.8,12.6,16.0,256
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Automatic,REGULAR GASOLINE,10.6,7.9,9.4,216
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Automatic,REGULAR GASOLINE,11.3,8.2,9.9,228
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Automatic,REGULAR GASOLINE,11.7,8.4,10.2,235
FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Automatic,REGULAR GASOLINE,12.0,8.5,10.4,239
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,Automatic,REGULAR GASOLINE,14.2,9.9,12.3,283
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,Automatic,REGULAR GASOLINE,14.6,10.2,12.6,290
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,Automatic,REGULAR GASOLINE,11.9,8.8,10.5,242
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,Manual,REGULAR GASOLINE,12.2,9.1,10.8,248
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,Automatic,REGULAR GASOLINE,13.0,9.2,11.3,260
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Automatic,REGULAR GASOLINE,12.7,9.5,11.3,260
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,Automatic,REGULAR GASOLINE,13.5,9.8,11.8,271
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,Automatic,REGULAR GASOLINE,21.0,14.2,18.0,414
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Automatic,REGULAR GASOLINE,22.0,14.9,18.8,432
GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,Automatic,REGULAR GASOLINE,22.0,14.9,18.8,432
GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,Automatic,ETHANOL,30.3,20.5,25.9,414
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,Automatic,REGULAR GASOLINE,21.3,14.3,18.1,416
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Automatic,REGULAR GASOLINE,22.2,15.1,19.0,437
GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,Automatic,REGULAR GASOLINE,22.2,15.1,19.0,437
GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,Automatic,ETHANOL,30.6,20.6,26.1,418
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,13.4,9.9,11.9,274
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,ETHANOL,19.3,14.3,17.1,274
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,19.9,13.8,17.2,275
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Automatic,PREMIUM GASOLINE,16.1,11.4,14.0,322
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,REGULAR GASOLINE,14.1,10.6,12.5,288
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Automatic,ETHANOL,20.3,15.2,18.0,288
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,14.9,10.7,13.0,299
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Automatic,ETHANOL,20.2,14.3,17.5,280
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Automatic,PREMIUM GASOLINE,16.3,11.6,14.2,327
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,Automatic,REGULAR GASOLINE,10.5,7.3,9.1,209
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,Automatic,ETHANOL,15.6,10.8,13.4,214
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,Automatic,REGULAR GASOLINE,14.2,9.5,12.1,278
GMC,YUKON,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,14.9,10.1,12.7,292
GMC,YUKON,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,20.2,13.6,17.2,275
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.1,10.4,13.0,299
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,20.5,14.0,17.6,282
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Automatic,PREMIUM GASOLINE,16.2,11.4,14.0,322
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Automatic,PREMIUM GASOLINE,15.9,11.1,13.8,317
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,14.9,10.1,12.7,292
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,20.2,13.6,17.2,275
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,Automatic,REGULAR GASOLINE,15.4,10.8,13.3,306
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,Automatic,ETHANOL,22.1,15.4,19.1,306
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A6,Automatic,PREMIUM GASOLINE,16.8,11.7,14.5,334
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Automatic,PREMIUM GASOLINE,16.4,11.7,14.3,329
HONDA,ACCORD,MID-SIZE,2.4,4,AV,Automatic,REGULAR GASOLINE,8.8,6.5,7.8,179
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,Automatic,REGULAR GASOLINE,9.0,6.7,8.0,184
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,11.4,7.3,9.5,219
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,4.7,5.3,5.0,115
HONDA,CIVIC,COMPACT,1.8,4,AV,Automatic,REGULAR GASOLINE,7.9,6.1,7.1,163
HONDA,CIVIC,COMPACT,1.8,4,M5,Manual,REGULAR GASOLINE,8.6,6.6,7.7,177
HONDA,CIVIC SI,COMPACT,2.4,4,M6,Manual,PREMIUM GASOLINE,10.8,7.6,9.4,216
HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,Automatic,REGULAR GASOLINE,5.3,5.0,5.2,120
HONDA,CR-V,SUV - SMALL,2.4,4,AV,Automatic,REGULAR GASOLINE,8.6,6.9,7.8,179
HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,Automatic,REGULAR GASOLINE,9.1,7.2,8.3,191
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,Automatic,REGULAR GASOLINE,7.0,5.7,6.4,147
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,Automatic,REGULAR GASOLINE,7.3,6.1,6.8,156
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,Manual,REGULAR GASOLINE,8.1,6.4,7.3,168
HONDA,PILOT,SUV - SMALL,3.5,6,A5,Automatic,REGULAR GASOLINE,13.3,9.3,11.5,264
HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,Automatic,REGULAR GASOLINE,13.8,9.7,12.0,276
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,8.9,6.3,7.7,177
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,Manual,REGULAR GASOLINE,8.7,6.3,7.6,175
HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,Automatic,REGULAR GASOLINE,8.5,6.3,7.5,172
HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,Manual,REGULAR GASOLINE,8.8,6.4,7.7,177
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.7,6.7,8.3,191
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.8,7.0,8.5,196
HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.6,6.8,8.3,191
HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.7,6.7,8.3,191
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.7,7.2,8.6,198
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.8,6.9,8.5,196
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Automatic,PREMIUM GASOLINE,15.8,10.2,13.3,306
HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,Automatic,REGULAR GASOLINE,14.4,9.4,12.1,278
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Automatic,PREMIUM GASOLINE,17.3,10.5,14.2,327
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Automatic,PREMIUM GASOLINE,14.6,9.6,12.3,283
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Manual,PREMIUM GASOLINE,14.4,9.9,12.4,285
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,12.9,9.4,11.3,260
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.7,11.5,264
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.7,8.7,10.3,237
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,12.9,9.8,11.5,264
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,12.5,9.3,11.1,255
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,13.9,10.8,12.5,287
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.4,7.4,9.1,209
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,9.8,6.7,8.4,193
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,9.8,6.7,8.4,193
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,6.6,5.9,6.3,145
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.2,8.2,9.3,214
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,Manual,REGULAR GASOLINE,11.4,8.5,10.1,232
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.3,8.3,10.0,230
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,11.4,9.3,10.4,239
HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.6,9.3,10.6,244
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,Manual,REGULAR GASOLINE,9.0,6.7,8.0,184
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,9.9,7.6,8.8,202
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,Manual,REGULAR GASOLINE,9.7,7.0,8.5,196
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Automatic,PREMIUM GASOLINE,12.0,8.1,10.3,237
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Automatic,PREMIUM GASOLINE,12.5,8.7,10.8,248
INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Automatic,PREMIUM GASOLINE,12.4,8.7,10.7,246
INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Manual,PREMIUM GASOLINE,13.6,9.3,11.6,267
INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS7,Automatic,PREMIUM GASOLINE,13.3,9.4,11.5,264
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Automatic,PREMIUM GASOLINE,14.8,9.5,12.4,285
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Automatic,PREMIUM GASOLINE,15.0,10.2,12.9,297
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Automatic,PREMIUM GASOLINE,8.0,6.9,7.5,172
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Automatic,PREMIUM GASOLINE,13.7,9.7,11.9,274
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Automatic,PREMIUM GASOLINE,11.4,8.5,10.1,232
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Automatic,PREMIUM GASOLINE,12.2,8.9,10.7,246
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,Automatic,REGULAR GASOLINE,8.9,8.4,8.7,200
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Automatic,PREMIUM GASOLINE,14.6,10.7,12.8,294
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Automatic,PREMIUM GASOLINE,16.9,11.9,14.7,338
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Automatic,PREMIUM GASOLINE,11.8,8.4,10.3,237
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Automatic,PREMIUM GASOLINE,12.2,8.7,10.6,244
JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS8,Automatic,PREMIUM GASOLINE,15.0,10.2,12.8,294
JAGUAR,XF AWD,MID-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,13.9,8.8,11.6,267
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Automatic,PREMIUM GASOLINE,15.7,10.3,13.2,304
JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Automatic,PREMIUM GASOLINE,15.7,10.3,13.2,304
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.7,9.6,12.5,288
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Automatic,PREMIUM GASOLINE,15.9,10.9,13.6,313
JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Automatic,PREMIUM GASOLINE,15.6,10.9,13.4,308
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Automatic,PREMIUM GASOLINE,15.9,10.9,13.6,313
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Automatic,PREMIUM GASOLINE,15.6,10.9,13.4,308
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,Automatic,REGULAR GASOLINE,10.9,7.7,9.5,218
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,Automatic,ETHANOL,15.2,10.2,12.9,206
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,Automatic,REGULAR GASOLINE,11.4,8.1,9.9,228
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,Automatic,REGULAR GASOLINE,11.3,8.3,10.0,230
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,Automatic,ETHANOL,15.9,11.0,13.7,219
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,Automatic,REGULAR GASOLINE,11.6,8.5,10.2,235
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,Automatic,REGULAR GASOLINE,12.6,8.9,10.9,251
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,Automatic,REGULAR GASOLINE,12.2,9.0,10.8,248
JEEP,COMPASS,SUV - SMALL,2.0,4,M5,Manual,REGULAR GASOLINE,10.2,7.8,9.2,212
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,Automatic,REGULAR GASOLINE,11.2,8.6,10.0,230
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,Manual,REGULAR GASOLINE,10.2,8.2,9.3,214
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,Manual,REGULAR GASOLINE,10.6,8.6,9.7,223
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,Automatic,REGULAR GASOLINE,17.3,11.5,14.7,338
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,Manual,REGULAR GASOLINE,10.2,7.8,9.2,212
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,Automatic,REGULAR GASOLINE,11.2,8.6,10.0,230
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,Manual,REGULAR GASOLINE,10.2,8.2,9.3,214
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,Manual,REGULAR GASOLINE,10.6,8.6,9.7,223
JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,Manual,REGULAR GASOLINE,9.9,7.5,8.8,202
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,Automatic,REGULAR GASOLINE,10.8,7.7,9.4,216
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,Automatic,ETHANOL,14.2,9.9,12.2,195
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,Manual,REGULAR GASOLINE,9.9,7.5,8.8,202
JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,Automatic,REGULAR GASOLINE,11.2,8.0,9.8,225
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,Automatic,REGULAR GASOLINE,14.1,11.1,12.8,294
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,Manual,REGULAR GASOLINE,14.2,11.0,12.8,294
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,Automatic,REGULAR GASOLINE,14.8,11.7,13.4,308
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,Manual,REGULAR GASOLINE,15.0,11.4,13.4,308
KIA,CADENZA,FULL-SIZE,3.3,6,AS6,Automatic,REGULAR GASOLINE,12.7,8.4,10.7,246
KIA,FORTE,MID-SIZE,1.8,4,AS6,Automatic,REGULAR GASOLINE,8.8,6.1,7.6,175
KIA,FORTE,MID-SIZE,1.8,4,M6,Manual,REGULAR GASOLINE,9.3,6.3,7.9,182
KIA,FORTE,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.7,6.7,8.3,191
KIA,FORTE,MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.8,6.9,8.5,196
KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,Automatic,REGULAR GASOLINE,11.1,8.0,9.7,223
KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.5,7.2,8.5,196
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,9.7,6.9,8.4,193
KIA,FORTE KOUP,COMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,10.6,7.8,9.4,216
KIA,FORTE KOUP,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.7,7.1,8.6,198
KIA,FORTE KOUP,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,10.0,7.4,8.8,202
KIA,K900,FULL-SIZE,3.8,6,AS8,Automatic,REGULAR GASOLINE,13.3,8.9,11.3,260
KIA,K900,FULL-SIZE,5.0,8,AS8,Automatic,PREMIUM GASOLINE,15.7,10.3,13.3,306
KIA,OPTIMA,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,11.7,7.7,9.9,228
KIA,OPTIMA,MID-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,10.2,6.9,8.7,200
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,6.6,5.9,6.3,145
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,Automatic,REGULAR GASOLINE,6.7,6.1,6.4,147
KIA,RIO,COMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,8.8,6.3,7.7,177
KIA,RIO ECO,COMPACT,1.6,4,AS6,Automatic,REGULAR GASOLINE,8.5,6.3,7.6,175
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.6,7.6,9.3,214
KIA,SEDONA,MINIVAN,3.3,6,AS6,Automatic,REGULAR GASOLINE,13.2,9.7,11.6,267
KIA,SEDONA SX,MINIVAN,3.3,6,AS6,Automatic,REGULAR GASOLINE,12.9,9.5,11.4,262
KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,Automatic,REGULAR GASOLINE,14.2,10.5,12.5,288
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.8,8.7,10.4,239
KIA,SORENTO,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,12.7,9.0,11.1,255
KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,12.2,9.4,10.9,251
KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,Automatic,REGULAR GASOLINE,13.4,10.0,11.8,271
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,Automatic,REGULAR GASOLINE,9.8,7.8,8.9,205
KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.1,7.7,9.0,207
KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.7,7.7,8.8,202
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,11.4,8.3,10.0,230
KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,Manual,REGULAR GASOLINE,12.9,9.2,11.3,260
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,12.6,9.7,11.3,260
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,Automatic,REGULAR GASOLINE,12.0,9.1,10.7,246
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Automatic,PREMIUM GASOLINE,22.2,12.7,17.9,412
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Automatic,PREMIUM GASOLINE,24.0,14.5,19.7,453
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Automatic,PREMIUM GASOLINE,16.8,11.7,14.5,334
LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,AM7,Automatic,PREMIUM GASOLINE,22.1,13.9,18.4,423
LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,16.2,12.1,14.3,329
LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS8,Automatic,PREMIUM GASOLINE,13.9,10.4,12.3,283
